Permutation_Index,Permutation,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Weight
17,"(3, 4, 1, 2)",Palin (#3),,,,20873.0
17,"(3, 4, 1, 2)",Palin (#3),Begich (#4),,,21312.0
17,"(3, 4, 1, 2)",Palin (#3),Begich (#4),Pelota (#1),,9292.0
17,"(3, 4, 1, 2)",Palin (#3),Begich (#4),Pelota (#1),Write-In (#2),277.0
17,"(3, 4, 1, 2)",Begich (#4),,,,10883.0
17,"(3, 4, 1, 2)",Begich (#4),Palin (#3),,,17889.0
17,"(3, 4, 1, 2)",Begich (#4),Palin (#3),Pelota (#1),,6211.0
17,"(3, 4, 1, 2)",Begich (#4),Palin (#3),Pelota (#1),Write-In (#2),178.0
17,"(3, 4, 1, 2)",Begich (#4),Pelota (#1),,,6333.0
17,"(3, 4, 1, 2)",Begich (#4),Pelota (#1),Palin (#3),,6511.0
17,"(3, 4, 1, 2)",Begich (#4),Pelota (#1),Palin (#3),Write-In (#2),130.0
17,"(3, 4, 1, 2)",Begich (#4),Pelota (#1),Write-In (#2),,521.0
17,"(3, 4, 1, 2)",Begich (#4),Pelota (#1),Write-In (#2),Palin (#3),744.0
17,"(3, 4, 1, 2)",Pelota (#1),,,,20925.0
17,"(3, 4, 1, 2)",Pelota (#1),Begich (#4),,,22775.0
17,"(3, 4, 1, 2)",Pelota (#1),Begich (#4),Palin (#3),,14643.0
17,"(3, 4, 1, 2)",Pelota (#1),Begich (#4),Palin (#3),Write-In (#2),294.0
17,"(3, 4, 1, 2)",Pelota (#1),Begich (#4),Write-In (#2),,2014.0
17,"(3, 4, 1, 2)",Pelota (#1),Begich (#4),Write-In (#2),Palin (#3),1916.0
17,"(3, 4, 1, 2)",Pelota (#1),Write-In (#2),,,3200.0
17,"(3, 4, 1, 2)",Pelota (#1),Write-In (#2),Begich (#4),,2169.0
17,"(3, 4, 1, 2)",Pelota (#1),Write-In (#2),Begich (#4),Palin (#3),2387.0
17,"(3, 4, 1, 2)",Write-In (#2),,,,537.0
17,"(3, 4, 1, 2)",Write-In (#2),Pelota (#1),,,227.0
17,"(3, 4, 1, 2)",Write-In (#2),Pelota (#1),Begich (#4),,242.0
17,"(3, 4, 1, 2)",Write-In (#2),Pelota (#1),Begich (#4),Palin (#3),386.0
18,"(3, 4, 2, 1)",Palin (#3),,,,20873.0
18,"(3, 4, 2, 1)",Palin (#3),Begich (#4),,,21312.0
18,"(3, 4, 2, 1)",Palin (#3),Begich (#4),Pelota (#2),,9292.0
18,"(3, 4, 2, 1)",Palin (#3),Begich (#4),Pelota (#2),Write-In (#1),277.0
18,"(3, 4, 2, 1)",Begich (#4),,,,10883.0
18,"(3, 4, 2, 1)",Begich (#4),Palin (#3),,,17889.0
18,"(3, 4, 2, 1)",Begich (#4),Palin (#3),Pelota (#2),,6211.0
18,"(3, 4, 2, 1)",Begich (#4),Palin (#3),Pelota (#2),Write-In (#1),178.0
18,"(3, 4, 2, 1)",Begich (#4),Pelota (#2),,,6333.0
18,"(3, 4, 2, 1)",Begich (#4),Pelota (#2),Palin (#3),,6511.0
18,"(3, 4, 2, 1)",Begich (#4),Pelota (#2),Palin (#3),Write-In (#1),130.0
18,"(3, 4, 2, 1)",Begich (#4),Pelota (#2),Write-In (#1),,521.0
18,"(3, 4, 2, 1)",Begich (#4),Pelota (#2),Write-In (#1),Palin (#3),744.0
18,"(3, 4, 2, 1)",Pelota (#2),,,,20925.0
18,"(3, 4, 2, 1)",Pelota (#2),Begich (#4),,,22775.0
18,"(3, 4, 2, 1)",Pelota (#2),Begich (#4),Palin (#3),,14643.0
18,"(3, 4, 2, 1)",Pelota (#2),Begich (#4),Palin (#3),Write-In (#1),294.0
18,"(3, 4, 2, 1)",Pelota (#2),Begich (#4),Write-In (#1),,2014.0
18,"(3, 4, 2, 1)",Pelota (#2),Begich (#4),Write-In (#1),Palin (#3),1916.0
18,"(3, 4, 2, 1)",Pelota (#2),Write-In (#1),,,3200.0
18,"(3, 4, 2, 1)",Pelota (#2),Write-In (#1),Begich (#4),,2169.0
18,"(3, 4, 2, 1)",Pelota (#2),Write-In (#1),Begich (#4),Palin (#3),2387.0
18,"(3, 4, 2, 1)",Write-In (#1),,,,537.0
18,"(3, 4, 2, 1)",Write-In (#1),Pelota (#2),,,227.0
18,"(3, 4, 2, 1)",Write-In (#1),Pelota (#2),Begich (#4),,242.0
18,"(3, 4, 2, 1)",Write-In (#1),Pelota (#2),Begich (#4),Palin (#3),386.0
19,"(4, 1, 2, 3)",Palin (#4),,,,20873.0
19,"(4, 1, 2, 3)",Palin (#4),Begich (#1),,,21312.0
19,"(4, 1, 2, 3)",Palin (#4),Begich (#1),Pelota (#2),,9292.0
19,"(4, 1, 2, 3)",Palin (#4),Begich (#1),Pelota (#2),Write-In (#3),277.0
19,"(4, 1, 2, 3)",Begich (#1),,,,10883.0
19,"(4, 1, 2, 3)",Begich (#1),Palin (#4),,,17889.0
19,"(4, 1, 2, 3)",Begich (#1),Palin (#4),Pelota (#2),,6211.0
19,"(4, 1, 2, 3)",Begich (#1),Palin (#4),Pelota (#2),Write-In (#3),178.0
19,"(4, 1, 2, 3)",Begich (#1),Pelota (#2),,,6333.0
19,"(4, 1, 2, 3)",Begich (#1),Pelota (#2),Palin (#4),,6511.0
19,"(4, 1, 2, 3)",Begich (#1),Pelota (#2),Palin (#4),Write-In (#3),130.0
19,"(4, 1, 2, 3)",Begich (#1),Pelota (#2),Write-In (#3),,521.0
19,"(4, 1, 2, 3)",Begich (#1),Pelota (#2),Write-In (#3),Palin (#4),744.0
19,"(4, 1, 2, 3)",Pelota (#2),,,,20925.0
19,"(4, 1, 2, 3)",Pelota (#2),Begich (#1),,,22775.0
19,"(4, 1, 2, 3)",Pelota (#2),Begich (#1),Palin (#4),,14643.0
19,"(4, 1, 2, 3)",Pelota (#2),Begich (#1),Palin (#4),Write-In (#3),294.0
19,"(4, 1, 2, 3)",Pelota (#2),Begich (#1),Write-In (#3),,2014.0
19,"(4, 1, 2, 3)",Pelota (#2),Begich (#1),Write-In (#3),Palin (#4),1916.0
19,"(4, 1, 2, 3)",Pelota (#2),Write-In (#3),,,3200.0
19,"(4, 1, 2, 3)",Pelota (#2),Write-In (#3),Begich (#1),,2169.0
19,"(4, 1, 2, 3)",Pelota (#2),Write-In (#3),Begich (#1),Palin (#4),2387.0
19,"(4, 1, 2, 3)",Write-In (#3),,,,537.0
19,"(4, 1, 2, 3)",Write-In (#3),Pelota (#2),,,227.0
19,"(4, 1, 2, 3)",Write-In (#3),Pelota (#2),Begich (#1),,242.0
19,"(4, 1, 2, 3)",Write-In (#3),Pelota (#2),Begich (#1),Palin (#4),386.0
20,"(4, 1, 3, 2)",Palin (#4),,,,20873.0
20,"(4, 1, 3, 2)",Palin (#4),Begich (#1),,,21312.0
20,"(4, 1, 3, 2)",Palin (#4),Begich (#1),Pelota (#3),,9292.0
20,"(4, 1, 3, 2)",Palin (#4),Begich (#1),Pelota (#3),Write-In (#2),277.0
20,"(4, 1, 3, 2)",Begich (#1),,,,10883.0
20,"(4, 1, 3, 2)",Begich (#1),Palin (#4),,,17889.0
20,"(4, 1, 3, 2)",Begich (#1),Palin (#4),Pelota (#3),,6211.0
20,"(4, 1, 3, 2)",Begich (#1),Palin (#4),Pelota (#3),Write-In (#2),178.0
20,"(4, 1, 3, 2)",Begich (#1),Pelota (#3),,,6333.0
20,"(4, 1, 3, 2)",Begich (#1),Pelota (#3),Palin (#4),,6511.0
20,"(4, 1, 3, 2)",Begich (#1),Pelota (#3),Palin (#4),Write-In (#2),130.0
20,"(4, 1, 3, 2)",Begich (#1),Pelota (#3),Write-In (#2),,521.0
20,"(4, 1, 3, 2)",Begich (#1),Pelota (#3),Write-In (#2),Palin (#4),744.0
20,"(4, 1, 3, 2)",Pelota (#3),,,,20925.0
20,"(4, 1, 3, 2)",Pelota (#3),Begich (#1),,,22775.0
20,"(4, 1, 3, 2)",Pelota (#3),Begich (#1),Palin (#4),,14643.0
20,"(4, 1, 3, 2)",Pelota (#3),Begich (#1),Palin (#4),Write-In (#2),294.0
20,"(4, 1, 3, 2)",Pelota (#3),Begich (#1),Write-In (#2),,2014.0
20,"(4, 1, 3, 2)",Pelota (#3),Begich (#1),Write-In (#2),Palin (#4),1916.0
20,"(4, 1, 3, 2)",Pelota (#3),Write-In (#2),,,3200.0
20,"(4, 1, 3, 2)",Pelota (#3),Write-In (#2),Begich (#1),,2169.0
20,"(4, 1, 3, 2)",Pelota (#3),Write-In (#2),Begich (#1),Palin (#4),2387.0
20,"(4, 1, 3, 2)",Write-In (#2),,,,537.0
20,"(4, 1, 3, 2)",Write-In (#2),Pelota (#3),,,227.0
20,"(4, 1, 3, 2)",Write-In (#2),Pelota (#3),Begich (#1),,242.0
20,"(4, 1, 3, 2)",Write-In (#2),Pelota (#3),Begich (#1),Palin (#4),386.0
21,"(4, 2, 1, 3)",Palin (#4),,,,20873.0
21,"(4, 2, 1, 3)",Palin (#4),Begich (#2),,,21312.0
21,"(4, 2, 1, 3)",Palin (#4),Begich (#2),Pelota (#1),,9292.0
21,"(4, 2, 1, 3)",Palin (#4),Begich (#2),Pelota (#1),Write-In (#3),277.0
21,"(4, 2, 1, 3)",Begich (#2),,,,10883.0
21,"(4, 2, 1, 3)",Begich (#2),Palin (#4),,,17889.0
21,"(4, 2, 1, 3)",Begich (#2),Palin (#4),Pelota (#1),,6211.0
21,"(4, 2, 1, 3)",Begich (#2),Palin (#4),Pelota (#1),Write-In (#3),178.0
21,"(4, 2, 1, 3)",Begich (#2),Pelota (#1),,,6333.0
21,"(4, 2, 1, 3)",Begich (#2),Pelota (#1),Palin (#4),,6511.0
21,"(4, 2, 1, 3)",Begich (#2),Pelota (#1),Palin (#4),Write-In (#3),130.0
21,"(4, 2, 1, 3)",Begich (#2),Pelota (#1),Write-In (#3),,521.0
21,"(4, 2, 1, 3)",Begich (#2),Pelota (#1),Write-In (#3),Palin (#4),744.0
21,"(4, 2, 1, 3)",Pelota (#1),,,,20925.0
21,"(4, 2, 1, 3)",Pelota (#1),Begich (#2),,,22775.0
21,"(4, 2, 1, 3)",Pelota (#1),Begich (#2),Palin (#4),,14643.0
21,"(4, 2, 1, 3)",Pelota (#1),Begich (#2),Palin (#4),Write-In (#3),294.0
21,"(4, 2, 1, 3)",Pelota (#1),Begich (#2),Write-In (#3),,2014.0
21,"(4, 2, 1, 3)",Pelota (#1),Begich (#2),Write-In (#3),Palin (#4),1916.0
21,"(4, 2, 1, 3)",Pelota (#1),Write-In (#3),,,3200.0
21,"(4, 2, 1, 3)",Pelota (#1),Write-In (#3),Begich (#2),,2169.0
21,"(4, 2, 1, 3)",Pelota (#1),Write-In (#3),Begich (#2),Palin (#4),2387.0
21,"(4, 2, 1, 3)",Write-In (#3),,,,537.0
21,"(4, 2, 1, 3)",Write-In (#3),Pelota (#1),,,227.0
21,"(4, 2, 1, 3)",Write-In (#3),Pelota (#1),Begich (#2),,242.0
21,"(4, 2, 1, 3)",Write-In (#3),Pelota (#1),Begich (#2),Palin (#4),386.0
22,"(4, 2, 3, 1)",Palin (#4),,,,20873.0
22,"(4, 2, 3, 1)",Palin (#4),Begich (#2),,,21312.0
22,"(4, 2, 3, 1)",Palin (#4),Begich (#2),Pelota (#3),,9292.0
22,"(4, 2, 3, 1)",Palin (#4),Begich (#2),Pelota (#3),Write-In (#1),277.0
22,"(4, 2, 3, 1)",Begich (#2),,,,10883.0
22,"(4, 2, 3, 1)",Begich (#2),Palin (#4),,,17889.0
22,"(4, 2, 3, 1)",Begich (#2),Palin (#4),Pelota (#3),,6211.0
22,"(4, 2, 3, 1)",Begich (#2),Palin (#4),Pelota (#3),Write-In (#1),178.0
22,"(4, 2, 3, 1)",Begich (#2),Pelota (#3),,,6333.0
22,"(4, 2, 3, 1)",Begich (#2),Pelota (#3),Palin (#4),,6511.0
22,"(4, 2, 3, 1)",Begich (#2),Pelota (#3),Palin (#4),Write-In (#1),130.0
22,"(4, 2, 3, 1)",Begich (#2),Pelota (#3),Write-In (#1),,521.0
22,"(4, 2, 3, 1)",Begich (#2),Pelota (#3),Write-In (#1),Palin (#4),744.0
22,"(4, 2, 3, 1)",Pelota (#3),,,,20925.0
22,"(4, 2, 3, 1)",Pelota (#3),Begich (#2),,,22775.0
22,"(4, 2, 3, 1)",Pelota (#3),Begich (#2),Palin (#4),,14643.0
22,"(4, 2, 3, 1)",Pelota (#3),Begich (#2),Palin (#4),Write-In (#1),294.0
22,"(4, 2, 3, 1)",Pelota (#3),Begich (#2),Write-In (#1),,2014.0
22,"(4, 2, 3, 1)",Pelota (#3),Begich (#2),Write-In (#1),Palin (#4),1916.0
22,"(4, 2, 3, 1)",Pelota (#3),Write-In (#1),,,3200.0
22,"(4, 2, 3, 1)",Pelota (#3),Write-In (#1),Begich (#2),,2169.0
22,"(4, 2, 3, 1)",Pelota (#3),Write-In (#1),Begich (#2),Palin (#4),2387.0
22,"(4, 2, 3, 1)",Write-In (#1),,,,537.0
22,"(4, 2, 3, 1)",Write-In (#1),Pelota (#3),,,227.0
22,"(4, 2, 3, 1)",Write-In (#1),Pelota (#3),Begich (#2),,242.0
22,"(4, 2, 3, 1)",Write-In (#1),Pelota (#3),Begich (#2),Palin (#4),386.0
23,"(4, 3, 1, 2)",Palin (#4),,,,20873.0
23,"(4, 3, 1, 2)",Palin (#4),Begich (#3),,,21312.0
23,"(4, 3, 1, 2)",Palin (#4),Begich (#3),Pelota (#1),,9292.0
23,"(4, 3, 1, 2)",Palin (#4),Begich (#3),Pelota (#1),Write-In (#2),277.0
23,"(4, 3, 1, 2)",Begich (#3),,,,10883.0
23,"(4, 3, 1, 2)",Begich (#3),Palin (#4),,,17889.0
23,"(4, 3, 1, 2)",Begich (#3),Palin (#4),Pelota (#1),,6211.0
23,"(4, 3, 1, 2)",Begich (#3),Palin (#4),Pelota (#1),Write-In (#2),178.0
23,"(4, 3, 1, 2)",Begich (#3),Pelota (#1),,,6333.0
23,"(4, 3, 1, 2)",Begich (#3),Pelota (#1),Palin (#4),,6511.0
23,"(4, 3, 1, 2)",Begich (#3),Pelota (#1),Palin (#4),Write-In (#2),130.0
23,"(4, 3, 1, 2)",Begich (#3),Pelota (#1),Write-In (#2),,521.0
23,"(4, 3, 1, 2)",Begich (#3),Pelota (#1),Write-In (#2),Palin (#4),744.0
23,"(4, 3, 1, 2)",Pelota (#1),,,,20925.0
23,"(4, 3, 1, 2)",Pelota (#1),Begich (#3),,,22775.0
23,"(4, 3, 1, 2)",Pelota (#1),Begich (#3),Palin (#4),,14643.0
23,"(4, 3, 1, 2)",Pelota (#1),Begich (#3),Palin (#4),Write-In (#2),294.0
23,"(4, 3, 1, 2)",Pelota (#1),Begich (#3),Write-In (#2),,2014.0
23,"(4, 3, 1, 2)",Pelota (#1),Begich (#3),Write-In (#2),Palin (#4),1916.0
23,"(4, 3, 1, 2)",Pelota (#1),Write-In (#2),,,3200.0
23,"(4, 3, 1, 2)",Pelota (#1),Write-In (#2),Begich (#3),,2169.0
23,"(4, 3, 1, 2)",Pelota (#1),Write-In (#2),Begich (#3),Palin (#4),2387.0
23,"(4, 3, 1, 2)",Write-In (#2),,,,537.0
23,"(4, 3, 1, 2)",Write-In (#2),Pelota (#1),,,227.0
23,"(4, 3, 1, 2)",Write-In (#2),Pelota (#1),Begich (#3),,242.0
23,"(4, 3, 1, 2)",Write-In (#2),Pelota (#1),Begich (#3),Palin (#4),386.0
24,"(4, 3, 2, 1)",Palin (#4),,,,20873.0
24,"(4, 3, 2, 1)",Palin (#4),Begich (#3),,,21312.0
24,"(4, 3, 2, 1)",Palin (#4),Begich (#3),Pelota (#2),,9292.0
24,"(4, 3, 2, 1)",Palin (#4),Begich (#3),Pelota (#2),Write-In (#1),277.0
24,"(4, 3, 2, 1)",Begich (#3),,,,10883.0
24,"(4, 3, 2, 1)",Begich (#3),Palin (#4),,,17889.0
24,"(4, 3, 2, 1)",Begich (#3),Palin (#4),Pelota (#2),,6211.0
24,"(4, 3, 2, 1)",Begich (#3),Palin (#4),Pelota (#2),Write-In (#1),178.0
24,"(4, 3, 2, 1)",Begich (#3),Pelota (#2),,,6333.0
24,"(4, 3, 2, 1)",Begich (#3),Pelota (#2),Palin (#4),,6511.0
24,"(4, 3, 2, 1)",Begich (#3),Pelota (#2),Palin (#4),Write-In (#1),130.0
24,"(4, 3, 2, 1)",Begich (#3),Pelota (#2),Write-In (#1),,521.0
24,"(4, 3, 2, 1)",Begich (#3),Pelota (#2),Write-In (#1),Palin (#4),744.0
24,"(4, 3, 2, 1)",Pelota (#2),,,,20925.0
24,"(4, 3, 2, 1)",Pelota (#2),Begich (#3),,,22775.0
24,"(4, 3, 2, 1)",Pelota (#2),Begich (#3),Palin (#4),,14643.0
24,"(4, 3, 2, 1)",Pelota (#2),Begich (#3),Palin (#4),Write-In (#1),294.0
24,"(4, 3, 2, 1)",Pelota (#2),Begich (#3),Write-In (#1),,2014.0
24,"(4, 3, 2, 1)",Pelota (#2),Begich (#3),Write-In (#1),Palin (#4),1916.0
24,"(4, 3, 2, 1)",Pelota (#2),Write-In (#1),,,3200.0
24,"(4, 3, 2, 1)",Pelota (#2),Write-In (#1),Begich (#3),,2169.0
24,"(4, 3, 2, 1)",Pelota (#2),Write-In (#1),Begich (#3),Palin (#4),2387.0
24,"(4, 3, 2, 1)",Write-In (#1),,,,537.0
24,"(4, 3, 2, 1)",Write-In (#1),Pelota (#2),,,227.0
24,"(4, 3, 2, 1)",Write-In (#1),Pelota (#2),Begich (#3),,242.0
24,"(4, 3, 2, 1)",Write-In (#1),Pelota (#2),Begich (#3),Palin (#4),386.0
